PROFILING cell_fall_linear			ps

1	"(-inf, 21.419ps]"	2 elements
		TSPC_FF	18.6803	""
		TG_FF	20.9668	""
	"(21.419ps, 40.9774ps]"	none
	"(40.9774ps, 60.5358ps]"	1 element
		C2MOS_FF	52.3415	""
	"(60.5358ps, +inf)"	none

7.8125	"(-inf, 21.419ps]"	1 element
		TSPC_FF	20.806	""
	"(21.419ps, 40.9774ps]"	1 element
		TG_FF	22.4745	""
	"(40.9774ps, 60.5358ps]"	1 element
		C2MOS_FF	54.0749	""
	"(60.5358ps, +inf)"	none

15.625	"(-inf, 21.419ps]"	none
	"(21.419ps, 40.9774ps]"	2 elements
		TSPC_FF	22.6311	""
		TG_FF	24.5407	""
	"(40.9774ps, 60.5358ps]"	1 element
		C2MOS_FF	56.29	""
	"(60.5358ps, +inf)"	none

31.25	"(-inf, 21.419ps]"	none
	"(21.419ps, 40.9774ps]"	2 elements
		TSPC_FF	25.3824	""
		TG_FF	28.0308	""
	"(40.9774ps, 60.5358ps]"	1 element
		C2MOS_FF	60.4645	""
	"(60.5358ps, +inf)"	none

62.5	"(-inf, 21.419ps]"	none
	"(21.419ps, 40.9774ps]"	2 elements
		TSPC_FF	28.7294	""
		TG_FF	32.6434	""
	"(40.9774ps, 60.5358ps]"	none
	"(60.5358ps, +inf)"	1 element
		C2MOS_FF	67.0866	""

125	"(-inf, 21.419ps]"	none
	"(21.419ps, 40.9774ps]"	2 elements
		TSPC_FF	33.6922	""
		TG_FF	39.0293	""
	"(40.9774ps, 60.5358ps]"	none
	"(60.5358ps, +inf)"	1 element
		C2MOS_FF	76.0163	""

250	"(-inf, 21.419ps]"	none
	"(21.419ps, 40.9774ps]"	1 element
		TSPC_FF	40.8655	""
	"(40.9774ps, 60.5358ps]"	1 element
		TG_FF	47.6463	""
	"(60.5358ps, +inf)"	1 element
		C2MOS_FF	88.1325	""

Profiling Statistics	Average	40.9774
	Standard Deviation	19.5584